"ID","TARGET","glm"
129552,0,2.22044604925031e-16
111514,0,1
56234,0,2.22044604925031e-16
17467,0,1
5115,0,2.22044604925031e-16
124737,0,2.22044604925031e-16
10495,0,2.22044604925031e-16
50468,0,2.22044604925031e-16
140039,0,2.22044604925031e-16
60915,0,2.22044604925031e-16
67711,0,2.22044604925031e-16
77440,0,2.22044604925031e-16
21209,0,2.22044604925031e-16
109843,0,1
73291,0,2.22044604925031e-16
20309,0,2.22044604925031e-16
79454,1,2.22044604925031e-16
142787,0,2.22044604925031e-16
28915,0,2.22044604925031e-16
2468,0,2.22044604925031e-16
59944,0,2.22044604925031e-16
50954,0,2.22044604925031e-16
145517,0,2.22044604925031e-16
74927,0,2.22044604925031e-16
89212,0,2.22044604925031e-16
149452,0,2.22044604925031e-16
139047,0,2.22044604925031e-16
46380,0,1
147139,0,2.22044604925031e-16
135623,0,2.22044604925031e-16
6375,0,2.22044604925031e-16
35711,0,2.22044604925031e-16
112977,0,2.22044604925031e-16
77474,0,2.22044604925031e-16
13506,0,2.22044604925031e-16
14239,0,2.22044604925031e-16
72291,0,1
22156,0,2.22044604925031e-16
24322,0,1
147436,0,2.22044604925031e-16
86359,0,2.22044604925031e-16
14769,0,2.22044604925031e-16
122943,0,2.22044604925031e-16
134597,0,2.22044604925031e-16
73465,0,2.22044604925031e-16
124324,0,2.22044604925031e-16
45796,0,2.22044604925031e-16
101700,0,2.22044604925031e-16
68109,1,2.22044604925031e-16
78317,0,2.22044604925031e-16
52808,0,2.22044604925031e-16
19656,0,2.22044604925031e-16
104336,0,2.22044604925031e-16
150406,0,2.22044604925031e-16
31966,0,2.22044604925031e-16
85487,0,2.22044604925031e-16
143321,0,2.22044604925031e-16
91,0,2.22044604925031e-16
115743,0,2.22044604925031e-16
91685,0,2.22044604925031e-16
89270,0,2.22044604925031e-16
26230,0,2.22044604925031e-16
111444,0,2.22044604925031e-16
78081,0,2.22044604925031e-16
44726,0,2.22044604925031e-16
141029,0,2.22044604925031e-16
22036,0,2.22044604925031e-16
29682,0,2.22044604925031e-16
23050,0,2.22044604925031e-16
47894,0,2.22044604925031e-16
140251,0,1
86625,0,2.22044604925031e-16
128662,0,2.22044604925031e-16
28265,0,1
91522,0,2.22044604925031e-16
19529,0,2.22044604925031e-16
71205,0,2.22044604925031e-16
36549,0,2.22044604925031e-16
128488,0,2.22044604925031e-16
142403,0,2.22044604925031e-16
48884,0,2.22044604925031e-16
63620,0,2.22044604925031e-16
82153,0,2.22044604925031e-16
93820,0,2.22044604925031e-16
48598,0,2.22044604925031e-16
122367,0,2.22044604925031e-16
103884,0,2.22044604925031e-16
121089,0,2.22044604925031e-16
70082,0,2.22044604925031e-16
147687,0,2.22044604925031e-16
150653,0,2.22044604925031e-16
131222,0,2.22044604925031e-16
31786,0,2.22044604925031e-16
128990,0,2.22044604925031e-16
37843,0,2.22044604925031e-16
116672,0,2.22044604925031e-16
125458,0,2.22044604925031e-16
80144,0,2.22044604925031e-16
97233,0,2.22044604925031e-16
50508,0,2.22044604925031e-16
75586,0,2.22044604925031e-16
85622,0,2.22044604925031e-16
116310,0,2.22044604925031e-16
8644,0,2.22044604925031e-16
46876,0,1
31698,0,2.22044604925031e-16
93824,0,2.22044604925031e-16
134047,0,2.22044604925031e-16
32109,0,2.22044604925031e-16
94966,0,2.22044604925031e-16
220,1,2.22044604925031e-16
48049,0,2.22044604925031e-16
16529,0,2.22044604925031e-16
108132,0,1
20278,0,2.22044604925031e-16
124664,0,2.22044604925031e-16
142132,0,2.22044604925031e-16
1534,0,2.22044604925031e-16
24195,0,2.22044604925031e-16
21438,0,1
140177,0,2.22044604925031e-16
17092,0,2.22044604925031e-16
71037,0,2.22044604925031e-16
138321,0,2.22044604925031e-16
140126,0,2.22044604925031e-16
75996,0,2.22044604925031e-16
93264,0,2.22044604925031e-16
69465,0,2.22044604925031e-16
115362,0,2.22044604925031e-16
52412,0,2.22044604925031e-16
20898,0,2.22044604925031e-16
14344,0,1
90747,0,2.22044604925031e-16
108349,0,2.22044604925031e-16
57479,0,2.22044604925031e-16
10099,0,2.22044604925031e-16
9058,0,2.22044604925031e-16
44375,0,2.22044604925031e-16
71541,0,2.22044604925031e-16
83549,0,1
124804,0,2.22044604925031e-16
100024,0,2.22044604925031e-16
373,0,2.22044604925031e-16
68902,0,2.22044604925031e-16
134611,0,2.22044604925031e-16
33569,0,1
67069,0,1
2612,0,2.22044604925031e-16
93424,0,1
60736,0,2.22044604925031e-16
143553,0,1
126809,0,2.22044604925031e-16
53295,0,1
125360,0,2.22044604925031e-16
38559,0,2.22044604925031e-16
58436,0,2.22044604925031e-16
129699,0,2.22044604925031e-16
146426,0,2.22044604925031e-16
78992,0,2.22044604925031e-16
57189,0,2.22044604925031e-16
146343,0,1
8957,0,2.22044604925031e-16
88707,0,2.22044604925031e-16
92805,0,2.22044604925031e-16
143798,0,2.22044604925031e-16
21780,0,2.22044604925031e-16
19688,0,2.22044604925031e-16
105999,0,2.22044604925031e-16
85007,0,2.22044604925031e-16
86696,0,2.22044604925031e-16
3402,0,2.22044604925031e-16
18914,0,2.22044604925031e-16
99774,0,2.22044604925031e-16
32627,0,2.22044604925031e-16
126696,0,2.22044604925031e-16
8422,0,2.22044604925031e-16
139899,0,2.22044604925031e-16
104560,0,2.22044604925031e-16
60955,0,2.22044604925031e-16
11901,0,2.22044604925031e-16
115089,0,2.22044604925031e-16
99024,0,2.22044604925031e-16
67699,0,2.22044604925031e-16
138780,0,2.22044604925031e-16
103071,0,2.22044604925031e-16
113963,0,2.22044604925031e-16
151076,0,2.22044604925031e-16
137613,0,1
151483,0,2.22044604925031e-16
132494,0,2.22044604925031e-16
24562,0,2.22044604925031e-16
93522,0,2.22044604925031e-16
49860,0,2.22044604925031e-16
116977,0,2.22044604925031e-16
114405,0,2.22044604925031e-16
82032,0,2.22044604925031e-16
58416,0,2.22044604925031e-16
134628,0,2.22044604925031e-16
117242,0,2.22044604925031e-16
74405,0,2.22044604925031e-16
35489,1,2.22044604925031e-16
150252,0,2.22044604925031e-16
114810,0,2.22044604925031e-16
78204,0,2.22044604925031e-16
118350,0,2.22044604925031e-16
19214,0,2.22044604925031e-16
72097,0,1
1877,0,2.22044604925031e-16
30728,0,2.22044604925031e-16
95782,0,2.22044604925031e-16
92633,0,2.22044604925031e-16
28905,0,2.22044604925031e-16
5469,0,2.22044604925031e-16
2536,0,2.22044604925031e-16
23916,0,2.22044604925031e-16
24730,0,2.22044604925031e-16
47670,0,2.22044604925031e-16
69460,0,2.22044604925031e-16
149304,0,2.22044604925031e-16
150488,0,2.22044604925031e-16
32480,0,2.22044604925031e-16
126690,0,2.22044604925031e-16
42253,0,2.22044604925031e-16
182,0,1
9911,0,2.22044604925031e-16
91245,0,2.22044604925031e-16
1424,0,2.22044604925031e-16
129824,0,2.22044604925031e-16
149191,0,2.22044604925031e-16
46962,0,2.22044604925031e-16
11571,0,2.22044604925031e-16
129740,0,2.22044604925031e-16
92407,0,2.22044604925031e-16
131014,0,2.22044604925031e-16
138812,0,2.22044604925031e-16
52774,0,2.22044604925031e-16
91261,0,2.22044604925031e-16
131016,0,1
107292,0,2.22044604925031e-16
133564,0,2.22044604925031e-16
61011,0,2.22044604925031e-16
91708,1,2.22044604925031e-16
142375,0,2.22044604925031e-16
103897,0,2.22044604925031e-16
99377,0,2.22044604925031e-16
460,0,2.22044604925031e-16
113643,0,2.22044604925031e-16
139768,0,2.22044604925031e-16
58006,0,2.22044604925031e-16
42272,0,2.22044604925031e-16
148147,0,2.22044604925031e-16
25948,0,2.22044604925031e-16
141998,0,2.22044604925031e-16
65411,0,2.22044604925031e-16
28068,0,2.22044604925031e-16
16240,0,2.22044604925031e-16
129908,0,2.22044604925031e-16
114502,0,2.22044604925031e-16
92752,1,2.22044604925031e-16
146544,0,1
28623,0,2.22044604925031e-16
80389,0,2.22044604925031e-16
78567,0,2.22044604925031e-16
111545,0,2.22044604925031e-16
74971,0,2.22044604925031e-16
29636,0,2.22044604925031e-16
149218,0,2.22044604925031e-16
145643,0,2.22044604925031e-16
105106,0,2.22044604925031e-16
79293,0,2.22044604925031e-16
33049,1,1
27161,0,2.22044604925031e-16
33097,0,2.22044604925031e-16
59232,0,2.22044604925031e-16
103038,0,2.22044604925031e-16
64001,0,2.22044604925031e-16
130186,0,2.22044604925031e-16
68944,0,2.22044604925031e-16
120911,1,2.22044604925031e-16
137266,0,2.22044604925031e-16
53507,0,2.22044604925031e-16
31174,0,2.22044604925031e-16
67333,0,2.22044604925031e-16
136414,0,2.22044604925031e-16
151044,0,2.22044604925031e-16
103190,1,1
95312,0,2.22044604925031e-16
86277,0,1
6579,0,2.22044604925031e-16
141749,0,2.22044604925031e-16
31699,0,2.22044604925031e-16
97727,0,2.22044604925031e-16
107973,0,2.22044604925031e-16
93767,0,2.22044604925031e-16
109003,0,1
91308,0,2.22044604925031e-16
132258,0,2.22044604925031e-16
29953,0,2.22044604925031e-16
21462,0,2.22044604925031e-16
21943,0,2.22044604925031e-16
55603,0,2.22044604925031e-16
68124,0,2.22044604925031e-16
101247,0,2.22044604925031e-16
146662,0,2.22044604925031e-16
106760,0,2.22044604925031e-16
103562,0,2.22044604925031e-16
149789,0,2.22044604925031e-16
29310,0,2.22044604925031e-16
108695,0,2.22044604925031e-16
84802,0,2.22044604925031e-16
131839,0,2.22044604925031e-16
118304,0,2.22044604925031e-16
8768,0,2.22044604925031e-16
91742,0,2.22044604925031e-16
108048,0,2.22044604925031e-16
115084,0,2.22044604925031e-16
49426,0,2.22044604925031e-16
131715,0,2.22044604925031e-16
146592,0,2.22044604925031e-16
109331,0,2.22044604925031e-16
139311,0,2.22044604925031e-16
73395,0,2.22044604925031e-16
102573,0,2.22044604925031e-16
85937,1,2.22044604925031e-16
101383,0,2.22044604925031e-16
73590,0,2.22044604925031e-16
43461,0,2.22044604925031e-16
95578,0,2.22044604925031e-16
132469,0,1
79164,0,2.22044604925031e-16
68628,0,2.22044604925031e-16
23961,0,2.22044604925031e-16
100216,0,2.22044604925031e-16
44783,0,2.22044604925031e-16
126526,0,2.22044604925031e-16
57647,0,2.22044604925031e-16
36922,0,2.22044604925031e-16
71577,0,2.22044604925031e-16
17502,0,2.22044604925031e-16
58169,0,2.22044604925031e-16
142978,0,2.22044604925031e-16
130353,0,2.22044604925031e-16
148414,1,2.22044604925031e-16
42445,0,2.22044604925031e-16
90348,0,2.22044604925031e-16
125312,1,2.22044604925031e-16
143688,0,2.22044604925031e-16
133612,0,2.22044604925031e-16
133879,0,2.22044604925031e-16
134142,0,2.22044604925031e-16
104428,0,1
134150,0,1
31833,1,1
145455,0,1
93574,0,2.22044604925031e-16
118942,0,2.22044604925031e-16
116322,0,2.22044604925031e-16
107534,0,2.22044604925031e-16
16121,1,1
6050,0,2.22044604925031e-16
66782,0,1
38505,0,2.22044604925031e-16
58686,0,2.22044604925031e-16
58186,0,2.22044604925031e-16
7403,0,2.22044604925031e-16
57582,0,2.22044604925031e-16
43586,0,2.22044604925031e-16
151381,0,2.22044604925031e-16
68643,0,2.22044604925031e-16
74687,0,2.22044604925031e-16
70143,0,2.22044604925031e-16
148303,0,1
127657,0,2.22044604925031e-16
107968,0,2.22044604925031e-16
96535,0,2.22044604925031e-16
50096,0,2.22044604925031e-16
40423,0,2.22044604925031e-16
100442,0,2.22044604925031e-16
135668,0,2.22044604925031e-16
149341,0,2.22044604925031e-16
77448,0,2.22044604925031e-16
56535,0,2.22044604925031e-16
40137,0,2.22044604925031e-16
118425,0,2.22044604925031e-16
41771,0,2.22044604925031e-16
71796,0,1
82391,0,2.22044604925031e-16
623,0,2.22044604925031e-16
139925,0,2.22044604925031e-16
86289,1,2.22044604925031e-16
143525,0,2.22044604925031e-16
148772,0,2.22044604925031e-16
66564,0,2.22044604925031e-16
21222,0,2.22044604925031e-16
149862,0,2.22044604925031e-16
41534,0,2.22044604925031e-16
96449,0,2.22044604925031e-16
129067,0,2.22044604925031e-16
9687,0,2.22044604925031e-16
128193,0,2.22044604925031e-16
116825,0,2.22044604925031e-16
102482,0,2.22044604925031e-16
37953,0,2.22044604925031e-16
15250,0,2.22044604925031e-16
126725,0,2.22044604925031e-16
150154,0,2.22044604925031e-16
54548,0,1
140903,0,2.22044604925031e-16
45832,0,2.22044604925031e-16
124448,0,2.22044604925031e-16
59998,0,2.22044604925031e-16
142545,0,2.22044604925031e-16
84955,0,2.22044604925031e-16
119683,0,2.22044604925031e-16
5101,0,2.22044604925031e-16
18577,0,2.22044604925031e-16
18380,0,1
22534,0,1
48808,0,2.22044604925031e-16
114587,0,2.22044604925031e-16
54454,0,2.22044604925031e-16
22583,0,2.22044604925031e-16
105387,0,2.22044604925031e-16
13907,0,2.22044604925031e-16
94996,0,1
81531,0,2.22044604925031e-16
108234,0,2.22044604925031e-16
18352,0,2.22044604925031e-16
1275,0,2.22044604925031e-16
82496,0,2.22044604925031e-16
64672,0,2.22044604925031e-16
67612,0,2.22044604925031e-16
140943,0,2.22044604925031e-16
64835,0,2.22044604925031e-16
62724,0,2.22044604925031e-16
114660,0,2.22044604925031e-16
60179,0,2.22044604925031e-16
33276,1,2.22044604925031e-16
97542,0,2.22044604925031e-16
119908,0,2.22044604925031e-16
108108,0,2.22044604925031e-16
7858,0,2.22044604925031e-16
44033,0,2.22044604925031e-16
107066,0,2.22044604925031e-16
150346,0,2.22044604925031e-16
95122,0,2.22044604925031e-16
131225,0,2.22044604925031e-16
104081,0,2.22044604925031e-16
59378,0,2.22044604925031e-16
131748,0,2.22044604925031e-16
46203,0,2.22044604925031e-16
114177,0,2.22044604925031e-16
113143,0,2.22044604925031e-16
70150,0,2.22044604925031e-16
55631,0,2.22044604925031e-16
102627,0,2.22044604925031e-16
95940,0,1
113647,0,2.22044604925031e-16
108601,0,2.22044604925031e-16
97678,0,2.22044604925031e-16
99012,0,2.22044604925031e-16
142004,0,2.22044604925031e-16
67223,0,1
22253,0,2.22044604925031e-16
9970,0,2.22044604925031e-16
114827,0,2.22044604925031e-16
52800,0,2.22044604925031e-16
95882,0,2.22044604925031e-16
13430,1,2.22044604925031e-16
145851,0,2.22044604925031e-16
74414,0,2.22044604925031e-16
62408,0,2.22044604925031e-16
110043,0,2.22044604925031e-16
37213,0,2.22044604925031e-16
62550,0,2.22044604925031e-16
3515,0,2.22044604925031e-16
112022,0,2.22044604925031e-16
140080,0,2.22044604925031e-16
23466,0,2.22044604925031e-16
9111,0,2.22044604925031e-16
32102,0,2.22044604925031e-16
24995,1,2.22044604925031e-16
135285,0,2.22044604925031e-16
74956,0,2.22044604925031e-16
54933,0,2.22044604925031e-16
51008,0,2.22044604925031e-16
142431,0,2.22044604925031e-16
11242,0,2.22044604925031e-16
142268,1,2.22044604925031e-16
127263,0,2.22044604925031e-16
39314,0,2.22044604925031e-16
129666,0,2.22044604925031e-16
83780,0,2.22044604925031e-16
101910,0,2.22044604925031e-16
85748,0,2.22044604925031e-16
18987,0,2.22044604925031e-16
115301,0,2.22044604925031e-16
15072,0,2.22044604925031e-16
40033,0,2.22044604925031e-16
106007,0,2.22044604925031e-16
55918,1,1
38301,0,2.22044604925031e-16
50110,0,2.22044604925031e-16
6073,0,2.22044604925031e-16
151441,0,2.22044604925031e-16
135442,0,2.22044604925031e-16
113407,0,2.22044604925031e-16
36207,0,2.22044604925031e-16
22745,0,2.22044604925031e-16
70569,0,2.22044604925031e-16
62917,0,2.22044604925031e-16
103999,0,2.22044604925031e-16
15979,0,2.22044604925031e-16
135338,0,2.22044604925031e-16
68651,0,2.22044604925031e-16
133557,0,2.22044604925031e-16
43906,0,2.22044604925031e-16
93437,0,2.22044604925031e-16
91665,0,2.22044604925031e-16
18801,0,2.22044604925031e-16
80473,0,2.22044604925031e-16
71833,0,2.22044604925031e-16
113074,0,2.22044604925031e-16
80812,0,2.22044604925031e-16
4975,0,2.22044604925031e-16
6415,0,2.22044604925031e-16
32556,0,2.22044604925031e-16
2756,0,2.22044604925031e-16
14388,0,2.22044604925031e-16
118298,0,2.22044604925031e-16
69498,0,2.22044604925031e-16
69536,0,2.22044604925031e-16
40096,0,2.22044604925031e-16
111088,0,2.22044604925031e-16
109346,0,2.22044604925031e-16
66561,0,2.22044604925031e-16
66772,0,2.22044604925031e-16
34874,0,2.22044604925031e-16
83216,0,1
26890,0,2.22044604925031e-16
31836,0,1
146713,0,2.22044604925031e-16
36699,0,2.22044604925031e-16
64604,0,2.22044604925031e-16
96246,0,2.22044604925031e-16
42462,0,2.22044604925031e-16
104748,0,2.22044604925031e-16
2824,0,2.22044604925031e-16
131926,0,2.22044604925031e-16
67927,0,2.22044604925031e-16
9748,0,2.22044604925031e-16
1125,0,2.22044604925031e-16
103772,0,2.22044604925031e-16
123012,0,2.22044604925031e-16
132401,0,2.22044604925031e-16
119162,0,2.22044604925031e-16
67152,0,2.22044604925031e-16
40134,0,2.22044604925031e-16
125566,0,2.22044604925031e-16
124900,0,2.22044604925031e-16
82630,0,2.22044604925031e-16
70375,0,2.22044604925031e-16
65919,0,2.22044604925031e-16
12010,0,2.22044604925031e-16
82546,0,2.22044604925031e-16
113905,0,2.22044604925031e-16
59498,0,2.22044604925031e-16
130499,0,2.22044604925031e-16
122166,0,2.22044604925031e-16
122048,0,2.22044604925031e-16
68189,1,2.22044604925031e-16
68063,0,2.22044604925031e-16
128404,0,2.22044604925031e-16
137700,0,2.22044604925031e-16
19789,0,2.22044604925031e-16
123794,0,2.22044604925031e-16
126394,0,2.22044604925031e-16
137897,0,2.22044604925031e-16
70681,0,2.22044604925031e-16
7743,0,2.22044604925031e-16
9869,0,2.22044604925031e-16
22470,0,2.22044604925031e-16
8708,0,2.22044604925031e-16
2780,0,2.22044604925031e-16
147051,0,2.22044604925031e-16
132588,0,2.22044604925031e-16
40751,0,2.22044604925031e-16
78812,0,2.22044604925031e-16
94223,0,2.22044604925031e-16
85389,0,2.22044604925031e-16
39162,0,2.22044604925031e-16
4325,0,1
2683,0,2.22044604925031e-16
117141,0,2.22044604925031e-16
93165,0,2.22044604925031e-16
16495,0,2.22044604925031e-16
15617,0,2.22044604925031e-16
113230,0,2.22044604925031e-16
128516,0,2.22044604925031e-16
141471,0,2.22044604925031e-16
120497,1,2.22044604925031e-16
13911,0,1
30034,0,2.22044604925031e-16
26642,0,2.22044604925031e-16
66420,0,2.22044604925031e-16
76195,0,2.22044604925031e-16
62765,0,2.22044604925031e-16
17943,0,2.22044604925031e-16
62179,0,2.22044604925031e-16
86687,0,2.22044604925031e-16
70416,0,1
60485,0,2.22044604925031e-16
151039,0,2.22044604925031e-16
120454,0,2.22044604925031e-16
135742,0,1
26932,0,2.22044604925031e-16
123811,0,2.22044604925031e-16
135413,0,2.22044604925031e-16
84059,0,2.22044604925031e-16
67047,0,2.22044604925031e-16
4916,0,2.22044604925031e-16
22989,1,2.22044604925031e-16
101299,0,2.22044604925031e-16
85379,1,1
96561,0,1
8450,0,2.22044604925031e-16
6309,0,2.22044604925031e-16
130092,0,1
48277,0,2.22044604925031e-16
19710,0,1
131406,0,2.22044604925031e-16
68900,0,2.22044604925031e-16
29282,0,2.22044604925031e-16
17878,0,2.22044604925031e-16
121930,0,2.22044604925031e-16
13089,0,2.22044604925031e-16
129305,0,2.22044604925031e-16
129366,0,2.22044604925031e-16
78396,0,2.22044604925031e-16
24535,0,2.22044604925031e-16
135572,0,2.22044604925031e-16
34013,0,2.22044604925031e-16
93300,0,2.22044604925031e-16
122107,0,2.22044604925031e-16
112365,0,2.22044604925031e-16
69765,0,2.22044604925031e-16
66710,0,2.22044604925031e-16
104209,0,2.22044604925031e-16
39736,0,2.22044604925031e-16
122313,0,2.22044604925031e-16
29267,0,2.22044604925031e-16
34725,0,2.22044604925031e-16
130238,0,2.22044604925031e-16
132638,0,2.22044604925031e-16
139633,1,2.22044604925031e-16
69834,0,2.22044604925031e-16
150229,0,2.22044604925031e-16
100781,0,2.22044604925031e-16
32282,0,1
53244,0,2.22044604925031e-16
81682,0,2.22044604925031e-16
18663,0,2.22044604925031e-16
46205,0,2.22044604925031e-16
15386,0,2.22044604925031e-16
118778,0,2.22044604925031e-16
13320,0,1
79307,0,2.22044604925031e-16
25041,0,2.22044604925031e-16
72675,0,2.22044604925031e-16
72828,0,2.22044604925031e-16
133348,0,2.22044604925031e-16
151501,0,2.22044604925031e-16
39479,0,2.22044604925031e-16
31278,0,2.22044604925031e-16
55708,0,2.22044604925031e-16
140866,0,2.22044604925031e-16
16507,0,2.22044604925031e-16
51135,0,2.22044604925031e-16
85191,0,2.22044604925031e-16
125861,0,1
18168,0,1
96967,0,2.22044604925031e-16
40418,0,2.22044604925031e-16
92518,0,2.22044604925031e-16
149482,0,2.22044604925031e-16
134839,0,2.22044604925031e-16
145355,0,2.22044604925031e-16
34000,0,2.22044604925031e-16
131384,0,2.22044604925031e-16
68086,0,2.22044604925031e-16
50083,0,2.22044604925031e-16
21688,0,2.22044604925031e-16
145795,0,2.22044604925031e-16
62677,0,2.22044604925031e-16
42643,0,2.22044604925031e-16
28219,0,2.22044604925031e-16
94027,0,2.22044604925031e-16
19977,0,2.22044604925031e-16
114783,0,2.22044604925031e-16
109401,0,2.22044604925031e-16
25525,0,2.22044604925031e-16
53289,0,2.22044604925031e-16
140956,0,2.22044604925031e-16
76899,0,2.22044604925031e-16
24090,0,2.22044604925031e-16
34396,0,2.22044604925031e-16
74397,0,2.22044604925031e-16
44091,0,2.22044604925031e-16
97944,0,2.22044604925031e-16
42055,0,2.22044604925031e-16
142805,0,2.22044604925031e-16
120042,0,2.22044604925031e-16
113015,0,2.22044604925031e-16
127684,0,2.22044604925031e-16
41101,0,2.22044604925031e-16
128438,0,2.22044604925031e-16
2878,1,1
110615,0,2.22044604925031e-16
6558,0,2.22044604925031e-16
118419,0,2.22044604925031e-16
109387,0,1
41483,0,2.22044604925031e-16
127305,0,2.22044604925031e-16
43888,0,2.22044604925031e-16
85656,0,2.22044604925031e-16
150964,0,2.22044604925031e-16
113049,0,2.22044604925031e-16
31204,0,2.22044604925031e-16
84365,0,2.22044604925031e-16
95495,0,2.22044604925031e-16
145532,0,2.22044604925031e-16
6121,0,2.22044604925031e-16
116643,0,2.22044604925031e-16
18376,0,2.22044604925031e-16
67959,0,2.22044604925031e-16
19453,0,2.22044604925031e-16
84112,0,2.22044604925031e-16
25419,0,2.22044604925031e-16
49882,0,2.22044604925031e-16
146044,0,2.22044604925031e-16
22188,0,2.22044604925031e-16
37666,0,2.22044604925031e-16
104109,0,2.22044604925031e-16
5094,0,1
105643,0,2.22044604925031e-16
81602,0,2.22044604925031e-16
104275,0,2.22044604925031e-16
17973,0,2.22044604925031e-16
44387,0,2.22044604925031e-16
567,0,2.22044604925031e-16
41329,0,2.22044604925031e-16
122629,0,2.22044604925031e-16
9065,0,1
149968,0,2.22044604925031e-16
78335,0,2.22044604925031e-16
